상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(입양),전남-여수-2020-00163,개,믹스견,밤갈색,수컷,아니오,1개월,2020-05-11
종료(입양),전남-여수-2020-00162,개,믹스견,갈색,암컷,아니오,임시보호중,2020-05-11
종료(반환),인천-부평-2020-00276,개,믹스견,흰색,수컷,아니오,집에서 미용한듯하고 사람을 잘따름 목줄은 없음,2020-05-11
종료(입양),인천-부평-2020-00273,개,치와와,검정,암컷,아니오,예민해보이고 입질이 하며 피부각질심함,2020-05-11
종료(입양),대구-남구-2020-00132,개,푸들,연갈색,수컷,아니오,.,2020-05-11
종료(안락사),대구-동구-2020-00159,개,믹스견,갈색,수컷,아니오,파란색 방울 가슴줄,2020-05-11
종료(입양),서울-은평-2020-00092,개,믹스견,갈/검/흰,암컷,미상,강아지그려진 분홍몸줄/리드줄. 양귀처짐. 온순함. 사람좋아함. 낑낑댐. 꼬리단미안됨. 털때탐.,2020-05-11
종료(반환),서울-중랑-2020-00089,개,비글,갈/검/흰,암컷,미상,눈물자국. 코검정. 얌전함. 사람따름. 양슬개골. 칩있음.,2020-05-11
종료(입양),서울-중랑-2020-00088,개,말티즈,흰,암컷,미상,고령.백내장.앞니몇개안남음/치석심함.주세요할줄앎.사람좋아함/낑낑댐.피부질환.양슬개골심함.,2020-05-11
종료(안락사),제주-제주-2020-02531,개,믹스견,흰색,수컷,아니오,"(개체관리번호2458)파란목줄착용, 심장사상충",2020-05-11
종료(안락사),제주-제주-2020-02530,개,믹스견,흰색,암컷,아니오,(개체관리번호2457)생후7개월,2020-05-11
종료(안락사),제주-제주-2020-02528,개,믹스견,흰색,수컷,아니오,(개체관리번호2455)경계심,2020-05-11
종료(입양),제주-제주-2020-02527,개,믹스견,검정,암컷,아니오,(개체관리번호2454)생후1개월,2020-05-11
종료(입양),제주-제주-2020-02526,개,믹스견,흰색,암컷,아니오,(개체관리번호2453)생후1개월,2020-05-11
종료(입양),제주-제주-2020-02525,개,믹스견,갈색,암컷,아니오,(개체관리번호2452)생후1개월,2020-05-11
종료(입양),제주-제주-2020-02524,개,웰시 코기 카디건,흰/갈,암컷,미상,"(개체관리번호2450)검/갈(징)목줄 착용, 심장사상충",2020-05-11
종료(안락사),제주-제주-2020-02523,개,믹스견,갈색,암컷,아니오,(개체관리번호2449)생후3개월,2020-05-11
종료(안락사),제주-제주-2020-02522,개,믹스견,갈색,암컷,아니오,(개체관리번호2448)생후3개월,2020-05-11
종료(안락사),제주-제주-2020-02521,개,믹스견,흰색,암컷,아니오,(개체관리번호2447)생후6개월,2020-05-11
종료(안락사),제주-제주-2020-02520,개,믹스견,연갈색,수컷,아니오,"(개체관리번호2446)새후6개월, 경계심",2020-05-11
종료(안락사),제주-제주-2020-02519,개,믹스견,연갈색,수컷,아니오,"(개체관리번호2445)생후11개월, 목상처, 경계심",2020-05-11
종료(안락사),제주-제주-2020-02518,개,핏불테리어,검정,암컷,미상,(개체관리번호2444)낡은 목줄 착용,2020-05-11
종료(자연사),제주-제주-2020-02517,개,믹스견,검정,암컷,아니오,(개체관리번호2443)생후1개월,2020-05-11
종료(입양),제주-제주-2020-02516,개,믹스견,검정,암컷,아니오,(개체관리번호2442)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02515,개,믹스견,검정,암컷,아니오,(개체관리번호2441)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02514,개,믹스견,검정,수컷,아니오,(개체관리번호2440)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02513,개,믹스견,검정,수컷,아니오,(개체관리번호2439)생후1개월,2020-05-11
종료(자연사),제주-제주-2020-02512,개,믹스견,검정,수컷,아니오,(개체관리번호2438)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02511,개,믹스견,검정,수컷,아니오,(개체관리번호2437)생후1개월,2020-05-11
종료(자연사),제주-제주-2020-02510,개,믹스견,흰색,암컷,아니오,(개체관리번호2436)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02508,개,믹스견,흰색,암컷,아니오,(개체관리번호2434)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02507,개,믹스견,흰색,암컷,아니오,(개체관리번호2433)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02506,개,믹스견,흰색,수컷,아니오,(개체관리번호2432)생후1개월,2020-05-11
종료(안락사),제주-제주-2020-02505,개,믹스견,검정,암컷,아니오,(개체관리번호2431)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02504,개,믹스견,검정,수컷,아니오,(개체관리번호2430)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02503,개,믹스견,검정,암컷,아니오,(개체관리번호2429)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02502,개,믹스견,검정,암컷,미상,(개체관리번호2428)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02501,개,믹스견,검정,수컷,아니오,(개체관리번호2427)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02500,개,믹스견,검정,수컷,아니오,(개체관리번호2426)생후3주,2020-05-11
종료(안락사),제주-제주-2020-02499,개,믹스견,갈색,암컷,아니오,"(개체관리번호2425)생후9개월, 경계심",2020-05-11
종료(안락사),제주-제주-2020-02498,개,믹스견,갈색,암컷,아니오,(개체관리번호2424)생후7개월,2020-05-11
종료(안락사),제주-제주-2020-02497,개,믹스견,갈색,암컷,미상,(개체관리번호2423),2020-05-11
종료(안락사),제주-제주-2020-02496,개,믹스견,갈색,암컷,미상,(개체관리번호2422),2020-05-11
종료(자연사),제주-제주-2020-02495,개,믹스견,흰색,암컷,아니오,(개체관리번호2421)생후11개월,2020-05-11
종료(안락사),제주-제주-2020-02543,개,믹스견,갈색,수컷,아니오,(개체관리번호2419)생후11개월,2020-05-11
종료(안락사),제주-제주-2020-02494,개,믹스견,흰색,암컷,미상,(개체관리번호2418)경계심,2020-05-11
종료(입양),경남-창녕-2020-00369,개,말라뮤트,흰색+검정,수컷,아니오,친숙함,2020-05-11
종료(자연사),경남-밀양-2020-00686,개,믹스견,갈색,수컷,미상,온순한 아이,2020-05-11
종료(반환),경남-밀양-2020-00685,개,포인터,파티,암컷,미상,온순한 아이,2020-05-11
종료(입양),경남-김해-2020-00673,개,믹스견,흰색,암컷,미상,"658, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00672,개,믹스견,검흰,수컷,미상,"657, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00671,개,믹스견,흰검,수컷,미상,"656, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00670,개,믹스견,흰갈,암컷,미상,"655, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00669,개,믹스견,검흰,암컷,미상,"654, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00668,개,믹스견,흰색,암컷,미상,"653, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00667,개,믹스견,흰색,암컷,미상,"652, 3월추정, 이빨다남",2020-05-11
종료(입양),경남-김해-2020-00666,개,믹스견,검정,암컷,미상,"651, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00665,개,믹스견,흰색,수컷,미상,"650, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00664,개,믹스견,흰갈,암컷,미상,"649, 3월추정, 이빨다남",2020-05-11
종료(자연사),경남-김해-2020-00663,개,믹스견,흰갈,암컷,미상,648,2020-05-11
종료(안락사),경남-김해-2020-00662,개,믹스견,갈흰,암컷,미상,647,2020-05-11
종료(자연사),경남-김해-2020-00661,개,믹스견,연갈,암컷,미상,646,2020-05-11
종료(자연사),경남-김해-2020-00660,개,믹스견,갈색,암컷,미상,645,2020-05-11
종료(자연사),경남-김해-2020-00659,개,믹스견,갈흰,수컷,미상,644,2020-05-11
종료(자연사),경남-김해-2020-00658,개,믹스견,갈흰,암컷,미상,643,2020-05-11
종료(자연사),경남-김해-2020-00657,개,믹스견,검갈,암컷,미상,642,2020-05-11
종료(자연사),경남-김해-2020-00656,개,믹스견,갈흰,암컷,미상,641,2020-05-11
종료(자연사),경남-김해-2020-00655,개,믹스견,검흰,암컷,미상,640,2020-05-11
종료(자연사),전남-보성-2020-00136,개,믹스견,흰색,수컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00135,개,믹스견,흰색,암컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(입양),전남-보성-2020-00134,개,믹스견,갈색,암컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00133,개,믹스견,갈색,수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00145,개,믹스견,"검정,흰색",수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00144,개,믹스견,갈색,수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(자연사),전남-보성-2020-00143,개,믹스견,흰색,수컷,미상,"목줄착용, 사나움",2020-05-11
종료(안락사),전남-순천-2020-00201,개,믹스견,황색,수컷,아니오,"종합백신,레볼루션,코로나장염예방,프론트라인,사상충-양성",2020-05-11
종료(입양),전남-목포-2020-00375,개,믹스견,황색,암컷,미상,"오른쪽 앞발다침,빨강목줄에 체인줄달림,8개월추정",2020-05-11
종료(입양),전남-목포-2020-00374,개,믹스견,흰색,수컷,미상,"순하고 귀여움,청색목줄에 방울달림",2020-05-11
종료(자연사),전남-보성-2020-00136,개,믹스견,흰색,수컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00135,개,믹스견,흰색,암컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(입양),전남-보성-2020-00134,개,믹스견,갈색,암컷,미상,강아지 9마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00133,개,믹스견,갈색,수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00145,개,믹스견,"검정,흰색",수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(기증),전남-보성-2020-00144,개,믹스견,갈색,수컷,미상,강아지 3마리 함께 구조,2020-05-11
종료(자연사),전남-보성-2020-00143,개,믹스견,흰색,수컷,미상,"목줄착용, 사나움",2020-05-11
종료(안락사),전남-순천-2020-00201,개,믹스견,황색,수컷,아니오,"종합백신,레볼루션,코로나장염예방,프론트라인,사상충-양성",2020-05-11
종료(입양),전남-목포-2020-00375,개,믹스견,황색,암컷,미상,"오른쪽 앞발다침,빨강목줄에 체인줄달림,8개월추정",2020-05-11
종료(입양),전남-목포-2020-00374,개,믹스견,흰색,수컷,미상,"순하고 귀여움,청색목줄에 방울달림",2020-05-11
종료(반환),전북-익산-2020-00547,개,푸들,갈색,수컷,아니오,피부병이약간있으며 순함,2020-05-11
종료(입양),전북-군산-2020-00677,개,믹스견,갈색,수컷,아니오,수송지구대 근처에서 구조,2020-05-11
종료(입양),충남-태안-2020-00186,개,믹스견,흑백색,암컷,아니오,까칠한 성격,2020-05-11
종료(안락사),충남-태안-2020-00185,개,믹스견,백색,암컷,아니오,순한성격,2020-05-11
종료(안락사),충남-태안-2020-00184,개,믹스견,회백색,수컷,아니오,순한성격,2020-05-11
종료(반환),충남-홍성-2020-00253,개,말티즈,흰색,수컷,미상,흰색 말티즈,2020-05-11
종료(안락사),충남-서산-2020-00301,개,믹스견,"검정,검갈색",암컷,미상,.,2020-05-11
종료(반환),충남-서산-2020-00300,개,믹스견,"갈색, 중장모",수컷,미상,사나움,2020-05-11
종료(안락사),충남-서산-2020-00299,개,믹스견,"흰색 , 갈색 얼룩",수컷,미상,.,2020-05-11
종료(입양),충남-아산-2020-00422,개,믹스견,흰색,수컷,예,777호(관리) 422호(공고) 착하고 사람을 잘 따름,2020-05-11
종료(안락사),충남-공주-2020-00186,개,믹스견,"흰색,갈색",수컷,아니오,"치석이 심함,진드기,심장사상충 감염",2020-05-11
종료(입양),충남-천안-2020-00368,개,라브라도 리트리버,검정,암컷,미상,사진찍기매우힘든녀석.사람좋아함.청색목줄착용,2020-05-11
종료(반환),충남-천안-2020-00365,개,믹스견,흰.갈,암컷,미상,기본훈련이 너무 잘되어있음.경계심없음 빨강색에파란줄목줄착용.비글믹스,2020-05-11
종료(반환),충남-천안-2020-00364,개,차우차우,검정,암컷,미상,엄청커보이지만 의외로 날씬함.살짝입질.,2020-05-11
종료(반환),충남-천안-2020-00363,개,골든 리트리버,베이지,암컷,아니오,엄청난 무게...순하고..짖음없음,2020-05-11
종료(입양),충남-천안-2020-00362,개,믹스견,흰색,미상,아니오,순한편.약간입질 뒷다리에 흉터자국있음.,2020-05-11
종료(입양),충남-천안-2020-00361,개,믹스견,흰색,수컷,아니오,사람매우잘따름.갈색목줄착용.이쁜믹스아가입니다용~,2020-05-11
종료(안락사),강원-태백-2020-00062,개,믹스견,흰색,수컷,미상,형제로 보이는 암컷과 함께 있었으며 조심성이 많음,2020-05-11
종료(자연사),강원-태백-2020-00061,개,믹스견,흰색,암컷,미상,형제로 추정되는 수컷 개와 함께 있었으며 귀가 접혀있음,2020-05-11
종료(입양),강원-강릉-2020-00222,개,푸들,실버색,수컷,아니오,방울목줄 착용,2020-05-11
종료(입양),강원-강릉-2020-00221,개,비글,"검정,갈색",암컷,아니오,"청색목줄만 착용, 심장사상충 감염",2020-05-11
종료(입양),경기-포천-2020-00364,개,캐벌리어 킹 찰스 스파니엘,갈/흰,수컷,아니오,치석매우심함. 활발함. 사람좋아함. 왼뒷다리 들고있음/좌후지 파행. 발목아래 부종. 단미안됨.,2020-05-11
종료(안락사),경기-포천-2020-00363,개,믹스견,갈/검/흰,암컷,미상,노끈으로 목줄+파란바탕에 빨간줄무늬 목줄착용. 양귀반접힘. 배얼룩무늬. 겁많음/소심함/사람따름.,2020-05-11
종료(안락사),경기-연천-2020-00239,개,믹스견,갈/검/흰,수컷,아니오,양귀반접힘. 코검정. 부정교합. 몸 곳곳오물오염. 겁많음. 소심함. 사람따름. 꼬리단미안됨.,2020-05-11
종료(안락사),경기-연천-2020-00238,개,믹스견,갈/흰,암컷,미상,양귀반접힘. 코갈색. 설사(파보:양성/코로나:음성). 앞니갈이중. 겁있음/얌전함/사람좋아함.,2020-05-11
종료(안락사),경기-연천-2020-00237,개,믹스견,갈/흰,암컷,미상,양귀앞으로 반접힘. 코검정. 배 얼룩무늬. 겁많음. 소심함. 덜덜떪. 사람따름.,2020-05-11
종료(안락사),경기-연천-2020-00236,개,믹스견,연갈/흰,암컷,미상,눈곱. 콧등살짝탈모. 유선발달. 등털밀린듯 짧음. 진드기오염. 겁많음/소심함/도망다님/움찔댐/사람따름.,2020-05-11
종료(안락사),경기-연천-2020-00235,개,믹스견,회/흰,암컷,미상,양귀처짐. 귀끝부분 회색. 손 할줄앎. 사람따름. 온순함. 꼬리단미안됨. 털때탐.,2020-05-11
종료(입양),경기-구리-2020-00036,개,말티즈,흰,수컷,예,코갈+검. 털때탐. 얌전함. 사람따름.,2020-05-11
종료(반환),경기-고양-2020-00463,개,슈나우져,흑회색,수컷,예,"단미, 부정교합",2020-05-11
종료(안락사),경기-동두천-2020-00074,개,믹스견,갈/흰,수컷,아니오,양귀쫑긋. 움직이기불편해함. 경계함. 으르렁댐. 우전지 요/척골절. 골반골절. 혈뇨.,2020-05-11
종료(자연사),울산-울주-2020-00387,개,믹스견,갈색,미상,미상,물려고함/사나워상세정보추후기재,2020-05-11
종료(자연사),울산-울주-2020-00385,개,믹스견,갈색.흰색,미상,미상,사나움/물려고함/상세정보추후기재,2020-05-11
종료(자연사),울산-울주-2020-00384,개,믹스견,흰색,암컷,아니오,교통사고추정/뒷다리쪽부상/경계심심함,2020-05-11
