상태,공고번호,축,품종,털색,성,중성화 여부,특징,접수일시
종료(입양),경기-파주-2020-00215,개,믹스견,흰색,암컷,아니오,5개월령 추정 진드기등 외부기생충 많음,2020-04-23
종료(반환),경기-용인-2020-00228,개,라브라도 리트리버,크림색,암컷,미상,"갈색 가죽목줄착용, 활발한 아이",2020-04-23
종료(반환),경기-용인-2020-00227,개,라브라도 리트리버,검은색,암컷,미상,"주황색 목줄, 끊어진 초록색 와이어 리드줄 착용, 활발한 아이",2020-04-23
종료(입양),경기-용인-2020-00226,개,믹스견,갈색,암컷,아니오,"두마리 함께 입소, 소심한 아이",2020-04-23
종료(입양),경기-용인-2020-00225,개,믹스견,갈색,암컷,아니오,"두마리 함께 입소, 소심한 아이",2020-04-23
종료(입양),경기-용인-2020-00224,개,스피츠,흰색,수컷,아니오,"검은색 목줄 착용, 약간 소심한 아이",2020-04-23
종료(안락사),경기-하남-2020-00200,개,믹스견,검정,수컷,아니오,유기견,2020-04-23
종료(안락사),경기-시흥-2020-00244,개,믹스견,흑갈,수컷,아니오,온순. 가슴흰털.,2020-04-23
종료(반환),경기-오산-2020-00127,개,믹스견,백색,암컷,미상,"목줄,목걸이 없음",2020-04-23
종료(안락사),경기-남양주-2020-00651,개,믹스견,살구색,수컷,아니오,야생화된 유기견으로 경계함,2020-04-23
종료(자연사),경기-남양주-2020-00650,개,믹스견,검정색.흰색,암컷,아니오,매우마르고 업드려 잘 일어서지못함,2020-04-23
종료(입양),경기-남양주-2020-00649,개,믹스견,검정색,암컷,아니오,빨강색 목줄착용.온순함,2020-04-23
종료(반환),경기-안산-2020-00401,개,푸들,백,수컷,예,"눈에혹,전체미용,줄무니옷,뒷다리다침,머리에상처",2020-04-23
종료(입양),경기-안산-2020-00400,개,말티즈,백,수컷,예,셀프미용,2020-04-23
종료(안락사),경기-안산-2020-00399,개,믹스견,백,암컷,미상,"초록목줄,빨간색줄",2020-04-23
종료(입양),경기-평택-2020-00786,개,믹스견,갈색,수컷,아니오,순함,2020-04-23
종료(입양),경기-평택-2020-00785,개,믹스견,흰색,암컷,아니오,등쪽 털민었음,2020-04-23
종료(입양),경기-평택-2020-00783,개,믹스견,갈색,암컷,아니오,2개월추정,2020-04-23
종료(안락사),경기-광명-2020-00085,개,믹스견,갈흑,암컷,미상,"피부병,입질있음,경계심함,6개월추정",2020-04-23
종료(입양),경기-성남-2020-00241,개,믹스견,백색,수컷,아니오,"출혈, 중성화 안됨,",2020-04-23
종료(반환),경기-성남-2020-00240,개,스피츠,백색,수컷,아니오,6개월추정,2020-04-23
종료(반환),경기-수원-2020-00338,개,푸들,갈색,암컷,예,내장칩있음,2020-04-23
종료(반환),경기-수원-2020-00331,개,말티즈,흰색,암컷,미상,내장칩있음,2020-04-23
보호중,울산-울주-2020-00323,개,믹스견,흰색,수컷,아니오,순함/미용되어있음,2020-04-23
종료(입양),울산-울주-2020-00321,개,푸들,갈색,수컷,예,심장사상충 걸려있음.,2020-04-23
종료(기증),울산-동구-2020-00068,개,푸들,검정,암컷,미상,치석 심함,2020-04-23
종료(입양),울산-남구-2020-00176,개,푸들,갈색,수컷,예,털이 엄청김,2020-04-23
종료(안락사),대전-대덕-2020-00126,개,믹스견,백색,암컷,미상,,2020-04-23
종료(반환),대전-서구-2020-00172,개,치와와,흑색,암컷,미상,,2020-04-23
종료(반환),대전-서구-2020-00171,개,진도견,백색,암컷,미상,목줄착용,2020-04-23
종료(입양),광주-광산-2020-00238,개,보더 콜리,"검,흰",암컷,미상,20-0555 수라/ 순함,2020-04-23
보호중,광주-광산-2020-00237,개,믹스견,갈,암컷,미상,"20-0552 크리/순함, 노란 목줄 착용",2020-04-23
보호중,광주-광산-2020-00236,개,믹스견,"검,갈",암컷,미상,20-0551 메리/ 순함,2020-04-23
종료(입양),광주-북구-2020-00252,개,스피츠,흰,수컷,아니오,20-0554 향이/ 순함,2020-04-23
종료(입양),광주-북구-2020-00251,개,믹스견,"흰,갈",암컷,미상,20-0550 안경,2020-04-23
종료(안락사),광주-북구-2020-00250,개,믹스견,흰,수컷,아니오,20-0549 리네,2020-04-23
종료(안락사),광주-북구-2020-00249,개,믹스견,카오스,수컷,아니오,20-0548 누네,2020-04-23
종료(입양),광주-북구-2020-00248,개,믹스견,갈,수컷,아니오,20-0547 온네,2020-04-23
종료(입양),광주-북구-2020-00247,개,믹스견,흰,수컷,아니오,20-0546 가네,2020-04-23
종료(안락사),인천-서구-2020-00263,개,치와와,검갈,수컷,아니오,"겁많음,귀여움,착함",2020-04-23
종료(반환),인천-미추홀-2020-00184,개,믹스견,갈/흰,암컷,미상,징박힌검정목줄/겁이많고 예민함,2020-04-23
종료(자연사),대구-달서-2020-00114,개,믹스견,흰색,암컷,아니오,2개월추정,2020-04-23
종료(안락사),대구-달서-2020-00113,개,믹스견,흰색,암컷,아니오,2개월추정,2020-04-23
종료(안락사),대구-달서-2020-00112,개,믹스견,흰색,암컷,아니오,2개월추정,2020-04-23
종료(안락사),대구-달서-2020-00111,개,믹스견,흰색,수컷,아니오,2개월추정,2020-04-23
종료(안락사),대구-달서-2020-00110,개,믹스견,흰색,암컷,아니오,2개월추정,2020-04-23
종료(입양),대구-달서-2020-00109,개,믹스견,흰색,수컷,아니오,2개월추정,2020-04-23
종료(안락사),대구-달서-2020-00108,개,진도견,흰색,암컷,아니오,고동색 목줄,2020-04-23
종료(반환),대구-동구-2020-00133,개,믹스견,흰+갈색반점,수컷,아니오,파란목줄,2020-04-23
종료(안락사),부산-기장-2020-00126,개,믹스견,갈색흰색,수컷,아니오,사나움,2020-04-23
종료(입양),부산-부산진-2020-00143,개,웰시 코기 카디건,갈흰,암컷,미상,갈흰,2020-04-23
종료(자연사),전남-나주-2020-00176,개,말티즈,흰색,암컷,미상,10년 노령견.,2020-04-22
종료(자연사),전남-나주-2020-00175,개,믹스견,갈색,수컷,미상,1년생 믹스견,2020-04-22
종료(안락사),경남-창원3-2020-00161,개,믹스견,흰색+갈색,암컷,미상,올무에 걸린채로 포획 바로 입원,2020-04-22
종료(안락사),경남-밀양-2020-00613,개,믹스견,화이트,수컷,미상,파부 심함 사나움,2020-04-22
종료(입양),경남-밀양-2020-00612,개,믹스견,연갈색,암컷,미상,온순한 아이,2020-04-22
종료(입양),경남-밀양-2020-00611,개,믹스견,연갈색,수컷,미상,온순한 아이,2020-04-22
종료(자연사),경남-밀양-2020-00610,개,믹스견,블랙탄,암컷,미상,온순한 아이,2020-04-22
종료(입양),경남-밀양-2020-00609,개,스피츠,화이트,수컷,미상,온순한 아이,2020-04-22
종료(반환),경남-밀양-2020-00608,개,믹스견,블랙탄,수컷,미상,온순한 아이,2020-04-22
종료(입양),경남-밀양-2020-00607,개,스피츠,화이트,수컷,미상,온순한 아이,2020-04-22
종료(입양),경남-밀양-2020-00606,개,푸들,화이트,암컷,미상,온순한 아이,2020-04-22
종료(안락사),인천-강화-2020-00224,개,믹스견,흰색,수컷,아니오,연갈색 목테 착용,2020-04-22
종료(자연사),경남-사천-2020-00307,개,믹스견,흰색,암컷,아니오,여러마리 무리에서 구조됨. 태어난 지 얼마 안 됨.,2020-04-22
종료(자연사),경남-사천-2020-00306,개,믹스견,흰색,암컷,아니오,여러마리 무리에서 구조됨. 태어난 지 얼마 안 됨.,2020-04-22
종료(자연사),경남-사천-2020-00305,개,믹스견,흰색,수컷,아니오,여러마리 무리에서 구조됨. 태어난 지 얼마 안 됨.,2020-04-22
종료(자연사),경남-사천-2020-00304,개,믹스견,흰색,수컷,아니오,여러마리 무리에서 구조됨. 태어난 지 얼마 안 됨.,2020-04-22
종료(자연사),경남-사천-2020-00303,개,믹스견,흰색,수컷,아니오,여러마리 무리에서 구조됨. 태어난 지 얼마 안 됨.,2020-04-22
종료(입양),경남-사천-2020-00302,개,믹스견,흰색,암컷,아니오,4개월령 래브라도 리트리버 체형. 여러무리 중 1마리,2020-04-22
종료(입양),경남-사천-2020-00301,개,믹스견,흰색,수컷,아니오,4개월령 래브라도 리트리버 체형,2020-04-22
종료(자연사),경남-사천-2020-00290,개,믹스견,흰색,암컷,아니오,흰색. 눈쪽에 작은 상처 있음,2020-04-22
종료(자연사),경남-사천-2020-00289,개,믹스견,흰색,암컷,아니오,흰색 목줄 착용,2020-04-22
종료(자연사),경남-사천-2020-00288,개,믹스견,갈색에 흰색무늬,수컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00287,개,믹스견,갈색에 흰색무늬,수컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00286,개,믹스견,갈색에 흰색무늬,암컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00285,개,믹스견,흰색,암컷,아니오,흰색 바탕 갈색 귀,2020-04-22
종료(자연사),경남-사천-2020-00284,개,믹스견,흰색,암컷,아니오,3개월령 흰색 바탕에 갈색 귀,2020-04-22
종료(자연사),경남-사천-2020-00283,개,믹스견,흰색,수컷,아니오,흰색 리드줄 착용,2020-04-22
종료(자연사),경남-사천-2020-00282,개,믹스견,검정색,암컷,아니오,검정색 가슴에 흰색무늬. 목줄 있음,2020-04-22
종료(입양),경남-사천-2020-00281,개,푸들,크림색,수컷,아니오,크림색 양호,2020-04-22
종료(자연사),경남-사천-2020-00290,개,믹스견,흰색,암컷,아니오,흰색. 눈쪽에 작은 상처 있음,2020-04-22
종료(자연사),경남-사천-2020-00289,개,믹스견,흰색,암컷,아니오,흰색 목줄 착용,2020-04-22
종료(자연사),경남-사천-2020-00288,개,믹스견,갈색에 흰색무늬,수컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00287,개,믹스견,갈색에 흰색무늬,수컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00286,개,믹스견,갈색에 흰색무늬,암컷,아니오,3개월령 갈색바탕 흰색무늬,2020-04-22
종료(자연사),경남-사천-2020-00285,개,믹스견,흰색,암컷,아니오,흰색 바탕 갈색 귀,2020-04-22
종료(자연사),경남-사천-2020-00284,개,믹스견,흰색,암컷,아니오,3개월령 흰색 바탕에 갈색 귀,2020-04-22
종료(자연사),경남-사천-2020-00283,개,믹스견,흰색,수컷,아니오,흰색 리드줄 착용,2020-04-22
종료(자연사),경남-사천-2020-00282,개,믹스견,검정색,암컷,아니오,검정색 가슴에 흰색무늬. 목줄 있음,2020-04-22
종료(입양),경남-사천-2020-00281,개,푸들,크림색,수컷,아니오,크림색 양호,2020-04-22
종료(입양),경북-안동-2020-00069,개,요크셔믹스,연황색,암컷,아니오,"마른체형,눈과코연갈색,순함",2020-04-22
보호중,경북-안동-2020-00068,개,치와와,흰검정색,암컷,미상,"푸른색옷착용,순함,비만체형",2020-04-22
종료(입양),강원-강릉-2020-00207,개,푸들,갈색,수컷,예,목줄없이발견 온순함,2020-04-22
종료(자연사),강원-원주-2020-00309,개,믹스견,흰색,수컷,아니오,탈진,2020-04-22
종료(자연사),강원-원주-2020-00308,개,믹스견,흰색,암컷,아니오,탈진,2020-04-22
종료(자연사),강원-원주-2020-00310,개,발바리,갈색,암컷,아니오,새끼와 함께,2020-04-22
종료(입양),대전-동구-2020-00201,개,믹스견,흑색,암컷,미상,,2020-04-22
종료(입양),대전-동구-2020-00200,개,믹스견,흑색,암컷,미상,,2020-04-22
종료(입양),서울-서초-2020-00053,개,보스턴 테리어,검/흰,암컷,미상,코검정. 양위송곳니끝 부러짐(유치). 활발. 사람좋아함. 꼬리단미됨. 털상태 양호.,2020-04-22
종료(자연사),제주-제주-2020-02218,개,믹스견,흰색,암컷,아니오,(개체관리번호2165)생후3개월,2020-04-22
종료(입양),경남-창원1-2020-00271,개,믹스견,흰색,수컷,아니오,J-4-1-40 흰색. 짧게 미용되어있음. 얼굴:피부병. 잠복고환,2020-04-22
종료(자연사),경북-영주-2020-00153,개,믹스견,"흰색, 옅은 갈색 혼합",수컷,아니오,"입주위 흰색, 골절상",2020-04-22
종료(자연사),경북-영주-2020-00152,개,믹스견,갈색,수컷,아니오,"엉덩이,꼬리 검은정",2020-04-22
종료(자연사),경북-영주-2020-00151,개,믹스견,갈색,수컷,아니오,목흰목걸이,2020-04-22
종료(자연사),경북-영주-2020-00150,개,믹스견,흰색,암컷,아니오,코주위 흰색,2020-04-22
종료(자연사),경북-영주-2020-00149,개,믹스견,갈색,암컷,아니오,"귀끝검정, 피부병",2020-04-22
종료(자연사),경북-영주-2020-00148,개,믹스견,갈색,수컷,아니오,"피부병, 네발흰색",2020-04-22
종료(자연사),경북-영주-2020-00147,개,믹스견,갈색,암컷,아니오,앞발흰장화,2020-04-22
종료(자연사),전남-신안-2020-00053,개,믹스견,흰색,암컷,미상,"겁많고 잘따름,3개월추정",2020-04-22
종료(반환),전남-순천-2020-00177,개,푸들,갈색,암컷,아니오,.,2020-04-22
종료(입양),충남-금산-2020-00065,개,시바,갈색,암컷,아니오,없음,2020-04-22
종료(안락사),충남-천안-2020-00292,개,믹스견,검.흰,수컷,아니오,개물림 사고에 따른 광견병여부확인,2020-04-22
종료(입양),충북-증평-2020-00029,개,믹스견,황색,암컷,아니오,건강한편,2020-04-22
종료(안락사),충북-증평-2020-00028,개,믹스견,희색 및 회색,암컷,아니오,건강함,2020-04-22
종료(반환),경기-양주-2020-00215,개,셰퍼드,갈/검,수컷,아니오,빨간바탕목걸이. 코검정. 매우활발함. 사람좋아함. 낑낑댐. 단미안됨. 털상태양호.,2020-04-22
종료(안락사),경기-양주-2020-00214,개,믹스견,흰,암컷,미상,양귀처짐. 코검정. 사람따름. 꼬리단미안됨. 털상태 양호.,2020-04-22
종료(안락사),경기-양주-2020-00213,개,믹스견,갈/흰,수컷,아니오,양귀접힘. 코검정. 사람따름. 꼬리단미 안됨. 털상태 양호.,2020-04-22
종료(안락사),경기-양주-2020-00212,개,믹스견,갈/흰,수컷,미상,양귀처짐. 코검정. 짖음. 낑낑댐. 사람따름. 꼬리단미 안됨. 털상태 양호.,2020-04-22
종료(입양),경기-양주-2020-00211,개,믹스견,회/흰,암컷,미상,양귀쳐짐. 코검정. 사람좋아함. 낑낑댐. 꼬리단미 안딤. 털상태 양호.,2020-04-22
종료(안락사),경기-양주-2020-00210,개,믹스견,흰/갈,암컷,미상,코검정. 사람따름. 꼬리단미 안됨. 털상태 양호.,2020-04-22
종료(반환),경기-고양-2020-00398,개,포메라니안,"흰색, 황색",수컷,미상,얼굴쪽만 황색,2020-04-22
종료(안락사),경기-고양-2020-00396,개,믹스견,황색,암컷,미상,귀 부분만 고동색,2020-04-22
종료(안락사),경기-고양-2020-00395,개,믹스견,흰색,수컷,아니오,귀 부분이 접혀있음,2020-04-22
종료(반환),대전-유성-2020-00177,개,믹스견,흑,암컷,미상,,2020-04-22
종료(자연사),대전-유성-2020-00176,개,믹스견,백,암컷,미상,교통사고,2020-04-22
종료(입양),인천-부평-2020-00220,개,시츄,갈색+흰색,수컷,예,"푸른색 하네스착용,푸른색 꼬리염색되어있고 유치 남아있고 눈밑 착색이심함",2020-04-22
종료(안락사),서울-도봉-2020-00059,개,믹스견,갈/흰,암컷,미상,빨간바탕 노란줄 목걸이+빨간리드줄. 양귀쫑긋. 코검정. 순함. 조심스러움. 꼬리단미안됨. 털상태양호.,2020-04-22
종료(안락사),서울-도봉-2020-00058,개,믹스견,갈,수컷,아니오,주황바탕+파란줄 목걸이/주황 목줄. 양귀처짐. 코분홍. 겁있음. 소심함. 사람따름.,2020-04-22
종료(안락사),서울-도봉-2020-00057,개,믹스견,갈/검,암컷,미상,양귀처짐. 눈곱조금. 코검정. 겁많음. 소심함. 꼬리단미안됨. 털상태불량.,2020-04-22
종료(안락사),서울-도봉-2020-00056,개,믹스견,갈/검,수컷,아니오,양귀처짐. 코검정. 털오물오염. 겁있음/소심. 꼬리단미안됨. 털상태불량.,2020-04-22
